FY,Department,Division,Month,Category,Category_Group,Perm_Budget,Current_Budget,Expenditure,Balance,Date,Fiscal_Month,Month_Name
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Skilled Services,Contractual & Services,200000,196195.34,226603.97,-30408.630000000005,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Software Cloud Subscriptions,Software & Maintenance,0,0,27816.13,-27816.13,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Housing Bandwidth,Other,0,0,-93331,93331,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Internal Serv. Charge,Recoveries & Revenue,0,0,-252968.40000000002,252968.40000000002,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Contractual Services,Contractual & Services,-55600,-55600,46414,-102014,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Supplies,Supplies & Printing,328847,325558.53,9467.34,316091.19,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Software/Cloud Subscriptions / 637037,Software & Maintenance,0,0,472863.75,-472863.75,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Network Components $10K and above,Telecomm & Network,0,0,-275000,275000,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Network $10K under/Data Supplies,Supplies & Printing,0,0,66552.5,-66552.5,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Technical and Computer Consulting,Equipment & Hardware,0,0,486408,-486408,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Data Installation,Other,0,0,124130,-124130,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Info Tech Salaries,Salaries,1939693,1955308,1752404.46,202903.54000000004,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,University Staff Salaries,Salaries,233451,233451,44211.31,189239.69,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,On Call,Bonus/OT/VSDP,8095,8095,560,7535,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Bonuses,Bonus/OT/VSDP,19000,19000,24500,-5500,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,VSDP,Bonus/OT/VSDP,0,0,17599.51,-17599.51,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Fringes,Fringes,857037,857037,700054.87,156982.13,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Consultant/Contractual,Contractual & Services,10843,10843,30272.7,-19429.7,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,University/Repair maintenance,Software & Maintenance,0,0,22276,-22276,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Express/Courier Services,Other,14540,14540,36.67,14503.33,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Supplies,Supplies & Printing,63500,30728.489999999998,3599.1899999999996,27129.3,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Recovery/Internal charge,Recoveries & Revenue,0,0,527.12,-527.12,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Telecomm,Telecomm & Network,12813,12813,8119.129999999999,4693.870000000001,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Leases/Printing,Supplies & Printing,2445,2445,1348.6000000000001,1096.3999999999999,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Training/Travel,Training & Travel,11500,11500,4792,6708,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,FMD,Other,2500,2500,568.28,1931.72,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Fuel/Parking,Other,0,0,3426.99,-3426.99,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Hardware Maintenance/600202,Software & Maintenance,0,0,100610.02,-100610.02,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Software/Cloud Subscriptions/637037,Software & Maintenance,0,0,437638.2,-437638.2,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Software Maintenance/600207,Software & Maintenance,233998,233998,384745.24,-150747.24,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Laptop Computers under $10K/720007,Equipment & Hardware,0,0,5536,-5536,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Other Equipment $10K and above,Equipment & Hardware,15000,15000,40332.53,-25332.53,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Recoveries/SLA Fees,Recoveries & Revenue,-126453,-126453,-425610,299157,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Recoveries/SAN Fees,Recoveries & Revenue,-40000,-40000,-244960.12,204960.12,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Salaries,Salaries,558204,565491,531475.53,34015.46999999997,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,On Call,Bonus/OT/VSDP,7143,7143,224,6919,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,OT/VSDP/Bonuses,Bonus/OT/VSDP,3500,3500,28737.51,-25237.51,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Hourly Info Tech,Salaries,57000,57000,66724.24,-9724.240000000005,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Hourly Fringe,Salaries,3718,3718,4996.38,-1278.38,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Fringes,Fringes,197396,197396,213980.05,-16584.04999999999,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,NOC Telecomm Sppt.,Telecomm & Network,-44136,-44136,-29333,-14803,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,IT/Univ Salaries,Salaries,1454956,1469530,1517488.6500000001,-47958.65000000014,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Classified Salaries/VSDP,Salaries,2638,2638,40643.89,-38005.89,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,On Call,Bonus/OT/VSDP,4762,4762,158,4604,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Classified Bonus Payments,Bonus/OT/VSDP,10000,10000,27550,-17550,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Hourly Fringe,Salaries,4739,4739,18.75,4720.25,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Fringe,Fringes,595736,595736,613802.2799999999,-18066.27999999991,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Services/Consulting,Contractual & Services,7980,7980,131.68,7848.32,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Telecomm,Telecomm & Network,5280,5280,2653,2627,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Other/Internal Serv. Chrg.,Recoveries & Revenue,0,0,-448303.75,448303.75,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Software Cloud Subscriptions,Software & Maintenance,0,0,1331302.93,-1331302.93,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Maintenance/Software,Software & Maintenance,701560,701560,15522,686038,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Supplies,Supplies & Printing,14426,14426,940.52,13485.48,2026-06-30,12,Jun
FY26,Administrative Systems,Application Services,a/o 6/30/26,Laptop Computers under $10K,Equipment & Hardware,0,0,9376.63,-9376.63,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Classified/IT/Univ. Salary,Salaries,1784335,1771188.7,1580724.12,190464.57999999984,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Hourly Fringe,Salaries,-6824,-6824,37,-6861,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Bonus,Bonus/OT/VSDP,0,0,25100,-25100,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,On Call,Bonus/OT/VSDP,9524,9524,1317.5,8206.5,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Fringes,Fringes,606122,607163,612124.79,-4961.790000000037,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Contractual/Consulting,Contractual & Services,28640,28640,6203,22437,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Other Services,Other,920,920,95722,-94802,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Postage,Supplies & Printing,200,200,200.8,-0.8000000000000114,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Supplies,Supplies & Printing,17760,17760,146.29,17613.71,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Computer Supplies,Supplies & Printing,0,0,1410.49,-1410.49,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,13090,13090,4171.93,8918.07,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Training/Travel,Training & Travel,21967,21967,110,21857,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Other,Other,0,0,4012,-4012,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Maintenance/Software,Software & Maintenance,253200,253200,151254.06,101945.94,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Software Cloud Subscription,Software & Maintenance,0,0,288820.41,-288820.41,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Laptop/ Computers under $10K,Equipment & Hardware,0,0,4643.62,-4643.62,2026-06-30,12,Jun
FY26,Application Services,Application Services,a/o 6/30/26,Internal/Recovery,Recoveries & Revenue,0,0,3977.6,-3977.6,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Info Tech Salaries,Salaries,0,-9103.32,769789.87,-778893.19,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,University Salaries,Salaries,868759,869800,76548.96,793251.04,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Hourly/OnCall,Salaries,0,0,11546.73,-11546.73,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Bonus,Bonus/OT/VSDP,0,0,14500,-14500,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Fringe,Fringes,309994,309994,332540.89,-22546.890000000014,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Contractual/Other,Bonus/OT/VSDP,0,0,12.26,-12.26,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Internal Serv. Charge,Recoveries & Revenue,0,0,-432067.74,432067.74,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Supplies/Printing,Supplies & Printing,5000,5000,1343.49,3656.51,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Telecomm,Telecomm & Network,2000,2000,1477.3700000000001,522.6299999999999,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Travel/Training,Training & Travel,8000,8000,6338.6,1661.3999999999996,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Software /Maintenance,Software & Maintenance,454154,454154,945846.3300000001,-491692.3300000001,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,RamTech/Equipment,Equipment & Hardware,4000,4000,3249.96,750.04,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,IT/Univ. Salaries,Salaries,661957,669244,652052.23,17191.77000000002,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,OT/Bonuses,Bonus/OT/VSDP,1750,1750,10750,-9000,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Fringes,Fringes,230562,230562,254644.90000000002,-24082.900000000023,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Contractual/Maint./Software,Software & Maintenance,0,0,1768.16,-1768.16,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Supplies/Shipping,Supplies & Printing,2800,2800,718.83,2081.17,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Fuel/Printing,Supplies & Printing,0,0,73.59,-73.59,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Audio Visual,Other,0,0,51710.37,-51710.37,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,2520,2520,3659.7,-1139.6999999999998,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Services/Leases,Other,0,0,1898.64,-1898.64,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Training/Travel,Training & Travel,4025,4025,3419,606,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,University/Electrical,Other,0,0,96,-96,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Parking,Other,0,0,-606.5,606.5,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Other Allocated Costs,Other,-169000,-169000,-181674.28,12674.279999999999,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Salaries,Salaries,247547,252752,406211.15,-153459.15000000002,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Bonuses,Bonus/OT/VSDP,1167,1167,7500,-6333,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Hourly/Student Wages,Salaries,0,0,32032.27,-32032.27,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Fringe Part-time,Fringes,0,0,2394.9,-2394.9,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Fringes,Fringes,79967,79967,159508.71,-79541.70999999999,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Equipment lease/Printing,Supplies & Printing,0,0,440.75,-440.75,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Internal charge/Recovery,Recoveries & Revenue,0,0,-129891.5,129891.5,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,SLA's,Recoveries & Revenue,0,0,-345,345,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Clothing/Supplies/Postage,Supplies & Printing,1867,1867,3505.11,-1638.1100000000001,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Training/Travel,Training & Travel,2683,2683,1920.35,762.6500000000001,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,University/FMD,Other,0,0,-169773.2,169773.2,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,1880,1880,1437.6,442.4000000000001,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Hardware/Software/Maint,Software & Maintenance,3733,3733,39304.31,-35571.31,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Salaries,Salaries,294630,302958,495607.55,-192649.55,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Bonuses/OT/VSDP,Bonus/OT/VSDP,2917,2917,12300,-9383,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Student/Hourly Wages,Salaries,110000,104389.63,98148.35,6241.279999999999,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Hourly Fringe,Salaries,9982,9982,1529.21,8452.79,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Fringes,Fringes,154504,154504,195130.46,-40626.45999999999,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Contractual/Express Serv,Contractual & Services,0,0,702.72,-702.72,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Technical/Printing,Supplies & Printing,0,0,24.09,-24.09,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Clothing/Supplies/Postage,Supplies & Printing,4667,4667,1699.0500000000002,2967.95,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Training/Travel,Training & Travel,6708,6708,1576.56,5131.4400000000005,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Univ/FMD/Fuel/Install,Other,0,0,781.8399999999999,-781.8399999999999,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,4760,4760,5653.63,-893.6300000000001,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Skilled Services,Contractual & Services,0,0,-100237.15,100237.15,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Hardware/Software,Software & Maintenance,9333,9333,3019.54,6313.46,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Audio Equipment /Lease,Equipment & Hardware,0,0,1003.4,-1003.4,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Recoveries/ Internal,Recoveries & Revenue,-30000,-30000,-4791,-25209,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,IT Salaries,Salaries,175007,176048,174005.04,2042.9599999999919,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Fringe,Fringes,58745,58745,67840.71,-9095.710000000006,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Tech/Comp.Consulting/Supplies,Supplies & Printing,95267,91934.06,250.49,91683.56999999999,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Telecomm,Telecomm & Network,0,0,1123.6,-1123.6,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,RamTech/Equipment,Equipment & Hardware,0,0,1476.56,-1476.56,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,IT/Univ. Salaries,Salaries,534759,541005,458638.27999999997,82366.72000000003,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Bonuses/VSDP,Bonus/OT/VSDP,1250,1250,10500,-9250,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,OnCall/OT,Bonus/OT/VSDP,3333,3333,608,2725,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Fringe,Fringes,181307,181307,176973.38999999998,4333.610000000015,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Recoveries/Internal,Recoveries & Revenue,0,0,-97933.42,97933.42,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Supplies/Printing,Supplies & Printing,2000,2000,361.90999999999997,1638.0900000000001,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Telecomm,Telecomm & Network,2280,2280,1755.21,524.79,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Travel/Training,Training & Travel,2875,2875,2250,625,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,FMD/Univ Services,Other,0,0,31.56,-31.56,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Software Maintenance,Software & Maintenance,732942,1241848.8900000001,1283672.1,-41823.20999999996,2026-06-30,12,Jun
FY26,Academic Technologies,Academic Technology,a/o 6/30/26,Hardware/RamTech,Equipment & Hardware,4000,4000,2796,1204,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Salaries,Salaries,168066,171189,223079.28000000003,-51890.28000000003,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Bonuses/On Call/VSDP,Bonus/OT/VSDP,750,750,4650,-3900,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Fringes,Fringes,79398,79398,87527.07,-8129.070000000007,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Maintenance/Development,Software & Maintenance,0,0,-499.85,499.85,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Other,Other,0,0,5.81,-5.81,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Clothing/Supplies/Postage,Supplies & Printing,1200,1200,216.08999999999997,983.9100000000001,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,University/FMD/Data/Fuel,Other,0,0,33.85,-33.85,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,1080,1080,1223.25,-143.25,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Maintenance,Software & Maintenance,0,0,90629.82,-90629.82,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Hardware/Software,Software & Maintenance,2400,2400,-702.76,3102.76,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Computer/Audio Visual Equipment,Equipment & Hardware,0,0,7823.32,-7823.32,2026-06-30,12,Jun
FY26,Media Support Services,Academic Technology,a/o 6/30/26,Recoveries/Internal Serv. Charge,Recoveries & Revenue,-35000,-35000,-112411.16,77411.16,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,IT/Univ. Salaries,Salaries,731274,740226.6,935665.21,-195438.61,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Student/Hourly Wages,Salaries,28000,28000,27456.78,543.2200000000012,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Hourly Fringe,Salaries,2297,2297,501.22,1795.78,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Bonus Hourly/FT,Salaries,0,0,14150,-14150,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,On Call,Bonus/OT/VSDP,0,0,48,-48,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Fringes,Fringes,236510,236510,366807.39,-130297.39000000001,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Technical/Contractual Services,Contractual & Services,56855,43538.93,97,43441.93,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Supplies,Supplies & Printing,10000,10000,11290.189999999999,-1290.1899999999987,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Postage/Printing,Supplies & Printing,0,0,272.41,-272.41,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,1520,1520,2695.46,-1175.46,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Tech & Computer Consulting,Equipment & Hardware,170000,170000,59645.1,110354.9,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Training/Travel/Memberships,Training & Travel,8625,8625,6580.3,2044.6999999999998,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Internal Service Charge,Recoveries & Revenue,0,0,-543185.72,543185.72,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Maintenance - Software,Software & Maintenance,79729,79729,20547.12,59181.880000000005,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Software,Software & Maintenance,0,0,866291.99,-866291.99,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Hardware/RAMTech,Equipment & Hardware,20000,20000,10670.04,9329.96,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,IT/Univ. Salaries,Salaries,488559,493607.85,587079.01,-93471.16000000003,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,On Call/Bonus,Bonus/OT/VSDP,0,0,7275,-7275,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Hourly,Salaries,0,0,11184.5,-11184.5,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Fringes,Fringes,162630,162630,229366.03,-66736.03,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Training/Travel,Training & Travel,2875,2875,883.24,1991.76,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,-360,-360,782.6400000000001,-1142.64,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Internal service charge,Recoveries & Revenue,0,0,30,-30,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,IT/Univ. Salaries,Salaries,405190,408313,279768,128545,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Bonus,Bonus/OT/VSDP,0,0,4500,-4500,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Fringes,Fringes,137840,137840,109626.63,28213.369999999995,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Printing,Supplies & Printing,0,0,0.27,-0.27,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Telecomm,Telecomm & Network,1340,1340,1617.6,-277.5999999999999,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Internal charge,Recoveries & Revenue,0,0,-56516,56516,2026-06-30,12,Jun
FY26,Information Security,Information Security,a/o 6/30/26,Software/Maintenance,Software & Maintenance,152682,145622.29,21593.81,124028.48000000001,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Software,Software & Maintenance,0,0,138827,-138827,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Contractual Services,Contractual & Services,113800,113800,448,113352,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Printing/Internal,Supplies & Printing,10000,10000,-1250,11250,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Supplies,Supplies & Printing,0,0,199.94,-199.94,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Other,Other,0,0,2106,-2106,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Classified/Univ Salaries/VSDP,Salaries,771329,785288.81,1066730.37,-281441.56000000006,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,VSDP,Bonus/OT/VSDP,0,0,3130.91,-3130.91,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Bonuses,Bonus/OT/VSDP,3000,3000,23415,-20415,2026-06-30,12,Jun
