FY,Department,Division,Month,Category,Category_Group,Perm_Budget,Current_Budget,Expenditure,Balance,Date,Fiscal_Month,Month_Name
FY24,Technology Services,Central Services,a/o 12/31/23,Supplies/Postage,Supplies & Printing,2510,2510,300,2210,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Supplies/Postage,Supplies & Printing,2510,2510,360,2150,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Supplies/Postage,Supplies & Printing,2510,2510,360,2150,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Supplies/Postage,Supplies & Printing,2510,2510,360,2150,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Supplies/Postage,Supplies & Printing,2510,2510,360,2150,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Supplies/Postage,Supplies & Printing,2510,2510,360,2150,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Supplies/Postage,Supplies & Printing,2510,2510,399.96,2110.04,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 7/31/23,Electrical,Other,0,0,308.63,-308.63,2023-07-31,1,Jul
FY24,Technology Services,Central Services,a/o 8/31/23,Electrical,Other,0,0,701.36,-701.36,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Electrical,Other,0,0,1072.63,-1072.63,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Electrical,Other,0,0,1343.8,-1343.8,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Electrical,Other,0,0,1594.26,-1594.26,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Electrical,Other,0,0,2248.09,-2248.09,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Electrical,Other,0,0,3107.03,-3107.03,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Electrical,Other,0,0,3974.81,-3974.81,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Electrical,Other,0,0,4795.08,-4795.08,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Electrical,Other,0,0,5292.66,-5292.66,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Electrical,Other,0,0,5539.86,-5539.86,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Electrical,Other,0,0,5752.66,-5752.66,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 7/31/23,Building Lease,Other,13500,13500,1125,12375,2023-07-31,1,Jul
FY24,Technology Services,Central Services,a/o 8/31/23,Building Lease,Other,13500,13500,2250,11250,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Building Lease,Other,13500,13500,3375,10125,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Building Lease,Other,13500,13500,3375,10125,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Building Lease,Other,13500,13500,3375,10125,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Building Lease,Other,13500,13500,3375,10125,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Building Lease,Other,13500,13500,5041.66,8458.34,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Building Lease,Other,13500,13500,6708.32,6791.68,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Building Lease,Other,13500,13500,6708.32,6791.68,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 7/31/23,Telecomm/Wireless,Telecomm & Network,1440,1440,51.330000000000005,1388.67,2023-07-31,1,Jul
FY24,Technology Services,Central Services,a/o 8/31/23,Telecomm/Wireless,Telecomm & Network,1440,1440,98.78,1341.22,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Telecomm/Wireless,Telecomm & Network,1440,1440,145.73,1294.27,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Telecomm/Wireless,Telecomm & Network,1440,1440,197,1243,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Telecomm/Wireless,Telecomm & Network,1440,1440,247.78,1192.22,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Telecomm/Wireless,Telecomm & Network,1440,1440,296.84999999999997,1143.15,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Telecomm/Wireless,Telecomm & Network,1440,1440,346.12,1093.88,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Telecomm/Wireless,Telecomm & Network,1440,1440,395.85,1044.15,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Telecomm/Wireless,Telecomm & Network,1440,1440,443.53000000000003,996.47,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Telecomm/Wireless,Telecomm & Network,1440,1440,492.79,947.21,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Telecomm/Wireless,Telecomm & Network,1440,1440,539.74,900.26,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Telecomm/Wireless,Telecomm & Network,1440,1440,601,839,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 8/31/23,Comcast Cable Service,Telecomm & Network,0,0,138.22,-138.22,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Comcast Cable Service,Telecomm & Network,0,0,276.44,-276.44,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Comcast Cable Service,Telecomm & Network,0,0,414.66,-414.66,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Comcast Cable Service,Telecomm & Network,0,0,1936.48,-1936.48,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Comcast Cable Service,Telecomm & Network,0,0,2074.7,-2074.7,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Comcast Cable Service,Telecomm & Network,0,0,2237.92,-2237.92,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Comcast Cable Service,Telecomm & Network,0,0,2391.7,-2391.7,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Comcast Cable Service,Telecomm & Network,0,0,2545.48,-2545.48,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Comcast Cable Service,Telecomm & Network,0,0,2819.26,-2819.26,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Comcast Cable Service,Telecomm & Network,0,0,5150.38,-5150.38,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Comcast Cable Service,Telecomm & Network,0,0,5150.38,-5150.38,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 7/31/23,Building/Office Supplies,Supplies & Printing,17800,17800,10980,6820,2023-07-31,1,Jul
FY24,Technology Services,Central Services,a/o 8/31/23,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Building/Office Supplies,Supplies & Printing,17800,17800,11008,5592,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Building/Office Supplies,Supplies & Printing,17800,17800,11008,6792,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 7/31/23,Lease Equipment,Equipment & Hardware,3200,3200,193.54,3006.46,2023-07-31,1,Jul
FY24,Technology Services,Central Services,a/o 8/31/23,Lease Equipment,Equipment & Hardware,3200,3200,387.08,2812.92,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Lease Equipment,Equipment & Hardware,3200,3200,580.62,2619.38,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Lease Equipment,Equipment & Hardware,3200,3200,774.16,2425.84,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Lease Equipment,Equipment & Hardware,3200,3200,967.7,2232.3,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Lease Equipment,Equipment & Hardware,3200,3200,1161.24,2038.76,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Lease Equipment,Equipment & Hardware,3200,3200,1354.78,1845.22,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Lease Equipment,Equipment & Hardware,3200,3200,1548.32,1651.68,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Lease Equipment,Equipment & Hardware,3200,3200,1741.86,1458.14,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Lease Equipment,Equipment & Hardware,3200,3200,1935.4,1264.6,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Lease Equipment,Equipment & Hardware,3200,3200,2128.94,1071.06,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Lease Equipment,Equipment & Hardware,3200,3200,2322.48,877.52,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 5/31/24,University Srvcs,Other,1000,1000,125,875,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,University Srvcs,Other,1000,1000,125,875,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 8/31/23,Physical Plant/Repair,Other,0,0,1454.1,-1454.1,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Physical Plant/Repair,Other,0,0,1531.34,-1531.34,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Physical Plant/Repair,Other,0,0,1741.36,-1741.36,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Physical Plant/Repair,Other,0,0,1920.4,-1920.4,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Physical Plant/Repair,Other,0,0,2695.1,-2695.1,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Physical Plant/Repair,Other,0,0,2695.1,-2695.1,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Physical Plant/Repair,Other,0,0,2824.34,-2824.34,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Physical Plant/Repair,Other,0,0,4152.12,-4152.12,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Physical Plant/Repair,Other,0,0,4493.4,-4493.4,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Physical Plant/Repair,Other,0,0,4780.76,-4780.76,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Physical Plant/Repair,Other,0,0,6442.13,-6442.13,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 6/30/24,Internal Charge,Recoveries & Revenue,0,0,822,-822,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 7/31/23,Telecomm/Wireless,Telecomm & Network,4000,4000,483,3517,2023-07-31,1,Jul
FY24,Technology Services,Central Services,a/o 8/31/23,Telecomm/Wireless,Telecomm & Network,4000,4000,966,3034,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Telecomm/Wireless,Telecomm & Network,4000,4000,1449,2551,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Telecomm/Wireless,Telecomm & Network,4000,4000,1932,2068,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Telecomm/Wireless,Telecomm & Network,4000,4000,2695.7,1304.3000000000002,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Telecomm/Wireless,Telecomm & Network,4000,4000,3331.5,668.5,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Telecomm/Wireless,Telecomm & Network,4000,4000,4054.1200000000003,-54.120000000000346,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Telecomm/Wireless,Telecomm & Network,4000,4000,4712.42,-712.4200000000001,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Telecomm/Wireless,Telecomm & Network,4000,4000,5370.72,-1370.7200000000003,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Telecomm/Wireless,Telecomm & Network,4000,4000,6029.02,-2029.0200000000004,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Telecomm/Wireless,Telecomm & Network,4000,4000,6687.32,-2687.3199999999997,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Telecomm/Wireless,Telecomm & Network,4000,4000,7345.62,-3345.62,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 12/31/23,Hardware Maintenance/Network,Software & Maintenance,131000,131000,8140.64,122859.36,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Hardware Maintenance/Network,Software & Maintenance,131000,131000,8140.64,122859.36,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Hardware Maintenance/Network,Software & Maintenance,131000,131000,8140.64,122859.36,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Hardware Maintenance/Network,Software & Maintenance,131000,131000,8140.64,122859.36,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Hardware Maintenance/Network,Software & Maintenance,131000,131000,8140.64,122859.36,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Hardware Maintenance/Network,Software & Maintenance,131000,131000,8140.64,122859.36,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Hardware Maintenance/Network,Software & Maintenance,131000,131000,8140.64,122859.36,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 6/30/24,Contractual,Contractual & Services,0,0,71378.49,-71378.49,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 12/31/23,Other,Other,0,0,12000,-12000,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Other,Other,0,0,12000,-12000,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Other,Other,0,0,12000,-12000,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Other,Other,0,0,12000,-12000,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Other,Other,0,0,12000,-12000,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Other,Other,0,0,27037,-27037,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Other,Other,0,0,27037,-27037,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 7/31/23,Software Maintenance,Software & Maintenance,2775404,2775404,556854.51,2218549.49,2023-07-31,1,Jul
FY24,Technology Services,Central Services,a/o 8/31/23,Software Maintenance,Software & Maintenance,2439586.2,2439586.2,557425.39,1882160.81,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Software Maintenance,Software & Maintenance,2439586.2,2439586.2,583460.71,1841371.9500000002,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Software Maintenance,Software & Maintenance,2439586.2,3405532.2,1179559.52,2211219.14,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Software Maintenance,Software & Maintenance,2439586.2,3405532.2,1096773.7,2294004.96,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Software Maintenance,Software & Maintenance,2439586.2,3405532.2,1099235.3,2164098.3600000003,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Software Maintenance,Software & Maintenance,2231152.2,3197098.2,1453411.15,1482826.6800000002,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Software Maintenance,Software & Maintenance,2231152.2,3197098.2,1458955.24,1477282.5900000003,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Software Maintenance,Software & Maintenance,2231152.2,3032314.2,1484255.24,1290771.9600000002,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Software Maintenance,Software & Maintenance,2231152.2,3032314.2,1493100.47,1281926.7300000002,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Software Maintenance,Software & Maintenance,2231152.2,3032314.2,1500097.66,1203551.0500000003,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Software Maintenance,Software & Maintenance,2231152.2,3032314.2,2357455.14,346193.5700000003,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 7/31/23,Internal charge,Recoveries & Revenue,0,0,-2590,2590,2023-07-31,1,Jul
FY24,Technology Services,Central Services,a/o 8/31/23,Internal charge,Recoveries & Revenue,0,0,-7400,7400,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Internal charge,Recoveries & Revenue,0,0,-9620,9620,2023-09-30,3,Sep
FY24,Technology Services,Central Services,a/o 10/31/23,Internal charge,Recoveries & Revenue,0,0,-13690,13690,2023-10-31,4,Oct
FY24,Technology Services,Central Services,a/o 11/30/23,Internal charge,Recoveries & Revenue,0,0,-14800,14800,2023-11-30,5,Nov
FY24,Technology Services,Central Services,a/o 12/31/23,Internal charge,Recoveries & Revenue,0,0,-39471.85,39471.85,2023-12-31,6,Dec
FY24,Technology Services,Central Services,a/o 1/31/24,Internal charge,Recoveries & Revenue,0,0,-160091.85,160091.85,2024-01-31,7,Jan
FY24,Technology Services,Central Services,a/o 2/29/24,Internal charge,Recoveries & Revenue,0,0,-162311.85,162311.85,2024-02-29,8,Feb
FY24,Technology Services,Central Services,a/o 3/31/24,Internal charge,Recoveries & Revenue,0,0,-163421.85,163421.85,2024-03-31,9,Mar
FY24,Technology Services,Central Services,a/o 4/30/24,Internal charge,Recoveries & Revenue,0,0,-15121.85,15121.85,2024-04-30,10,Apr
FY24,Technology Services,Central Services,a/o 5/31/24,Internal charge,Recoveries & Revenue,0,0,-18385.2,18385.2,2024-05-31,11,May
FY24,Technology Services,Central Services,a/o 6/30/24,Internal charge,Recoveries & Revenue,0,0,-44113.2,44113.2,2024-06-30,12,Jun
FY24,Technology Services,Central Services,a/o 7/31/23,Data Supplies/Contractual,Supplies & Printing,0,2349625,28681,2247917.5,2023-07-31,1,Jul
FY24,Technology Services,Central Services,a/o 8/31/23,Data Supplies/Contractual,Supplies & Printing,0,2349625,28681,2247917.5,2023-08-31,2,Aug
FY24,Technology Services,Central Services,a/o 9/30/23,Data Supplies/Contractual,Supplies & Printing,0,2349625,28681,2247917.5,2023-09-30,3,Sep
